tweet_id,label,tweet_text,Unnamed: 3,Unnamed: 4,Unnamed: 5
1.36036013052153e+18,3,reviews about the recently concluded phase  sputnikv results are giving us good reason for optimism click here to access the lancets study here�s what the scientific community have to say about the results premiabiotech covishieldvaccine,,,
1.34417896033112e+18,3,this is good news we have total confidence in the pfizerbiontech vaccine but adding this to our arsenal against covid gives us options for patients and will improve supply of vaccines into our hubs   covidvaccine,,,
1.35924594732318e+18,3,hit me with your best shot   i am soooo ready for things to turn around my mask included ba bye covid hello familyfriends hugskisses tailgatingconcerts and racesfaces onedownonetogo moderna,,,
1.37747538949324e+18,2,daybreak i am not rich but i wouldnt mind mobilizing resources to purchase the sputnikv vaccine it appears more effective,,,
1.37548302001087e+18,3,vaccinated  proud to have taken covaxin the indigenously developed vaccine against a virus that travelled from outside got st dose as frontline workers at central hospital banaras locomotive works varanasi covaxin,,,
1.38053730002776e+18,2,good idea sir but covaxin production is  mark,,,
1.38005770302489e+18,2,so what�s changed elonmusk covidvaccine astrazeneca moderna pfizer,,,
1.36246058790572e+18,2,pfizer amp, #Moderna #COVIDVaccines have reduced effectiveness against #SouthAfricanvariant #COVID19 @washingtonpost @nytimes @FinancialTimes @WSJhealth @Reuters @business @AP @BBC @CNBC @CNN @MSN @MSNBC @thehill @AmerMedicalAssn @CDCgov @HHSGov @DuPageCMS   https://t.co/necCjEZSl8,,
1.38056270783389e+18,2,got my second dose of moderna today will update w symptoms if i have any vaccinated moderna,,,
1.36625377845058e+18,2,after prime minister narendra modi gets first dose of covaxin liberals be like narendramodi covaxin aiims pmmodi covidvaccine,,,
1.38055275416329e+18,2,remarkable story of dr kati kariko who moved to the us from hungary in her s for decades had no permanent job no grants and migrated from lab to lab her undervalued work on mrna forms the basis for the pfizer and moderna vaccines womeninscience,,,
1.37466985745581e+18,2,slovakias prime minister has said he is willing to resign under certain conditions to resolve the countrys ongoing political crisis coronavirusvaccine sputnikv igormatovic,,,
1.36408450112777e+18,2,sputnikv has arrived to mexico rusia covid,,,
1.37404029215278e+18,2,we�re ramping up  nearly  million more doses of moderna amp pfizer vaccines will touch down in canada this week  vaccine rollout set to shift into high gear with major surge in expected deliveries,,,
1.36056688886707e+18,2,and rssbjp n media want us to believe that justintrudeau called narendramodi for these vaccines covaxin,,,
1.37763290473865e+18,2,fully vaccinated april st  moderna modernavaccine vaccinated,,,
1.37964658753884e+18,2,nd dose done about  mins waiting time until i got the jab at hiu kwong street sports centre pfizerbiontech hktwittergetsvaxxed,,,
1.35787163564727e+18,2,the panel noted that there had been several serious adverse events in the case of the pfizerbiontech vaccine and the causality of these events was being investigated reports pfizervaccine pfizerbiontech coronavaccine india,,,
1.36739641507319e+18,2,canada lucky enough to be getting indias covaxin maybe forego experimental vaccine like pfizer in favor of the traditional inactivated vaccine proven platform observed for decades so no long term surprises targets entire virus may produce long term immunity unlike pfizer,,,
1.36348744111459e+18,2,what about all those who have taken the placebo version of covaxin in phase  trials and when r the results of phase  coming out,,,
1.37696046711813e+18,3,parents through with their nd jab of s covaxin earlier today everybody who is eligible get urself vaccinated dont waitthe only way left to defeat this chinese virus thanks to our doctors n scientists vaccination covaxin vaccinated,,,
1.37770440659928e+18,2,�im ready  sputnikv russia argentina,,,
1.36355314067984e+18,2,virtue signalling perhaps how do we know he really had it easy to fake sterile water amp no needle doesnt count if its the him having the pfizer or moderna mrna who have been good to see,,,
1.36629632228692e+18,2,libertards are angry now because they dont know how to criticize covaxin now the chance of showing indian vaccine in poor light has been destroyed by narendramodi ji ,,,
1.3781225650682e+18,1,vaccine update my arm is sore as fuck a little nausea sore shoulders neck and head well see what tomorrow brings moderna,,,
1.3671527693296e+18,2,it is a vaccine with no subzero storage no reconstitution requirement and ready to use liquid presentation in multidose vials stable at �c bharat biotech said covaxin bharatbiotech phase  all via,,,
1.3728570928188e+18,2,a consignment of  doses of covaxin� lands in the island nation of mauritius the unified attempt to free the world of covid goes strong      bharatbiotech covaxin vaccinemaitri covaxinvaccine premiabiotech covishield premiameds premiaholdings,,,
1.37155478172724e+18,3,wvstrong fullyvaccinated moderna sore arm headache and fatigue but worth it but still being safe ,,,
1.37244433524596e+18,2,malaysia�s minister of science technology and innovation became the first to receive sinovac covid vaccine in his country,,,
1.36792671377524e+18,2,just had my oxfordastrazeneca vaccine,,,
1.37591543001608e+18,2,it is trump tht had america covered  covid vaccine doses ordered by trump admin  pfizer mm w an option for mm more  moderna mm  johnson amp johnson mm w option for mm more thats mm doses w options for another mm for a population of mm,,,
1.37619000423449e+18,2,he should call russia for some sputnikv but diana would never approve that either because because navalny,,,
1.3704470431817e+18,2,open up a scientific debate opened to the public joined by all the sciences on the impact of the stringent infection prevention measures combined with mass vaccinations doctors science nurses medicine vaccine moderna astrazeneca pfizer johnsonandjohnson,,,
1.38301283871374e+18,2,i want sputnikv please,,,
1.38056527570838e+18,3,just now got shot  of my moderna vaccine didnt feel a damned thing yet wife got hers as well i thank the national guard for participating in texas save our seniors program coming out to our home with the vaccine was truly a godsend covid ,,,
1.38416199219003e+18,3,got my first dose of covid vaccinations moderna halfwaythere,,,
1.34037694757519e+18,2,what�s in the pfizer biontechpfizerbiontech covidvaccine,,,
1.38183252714117e+18,2,dr reddy�s lab gets emergency use authorisation for sputnik v in india covidindia covid covidvaccine covidiots vaccine sputnikv drreddy,,,
1.38028096659851e+18,2,speaking of moderna,,,
1.37733813649009e+18,2,when you care to do the very least a cartoon by rex a jonesvaccine moderna vaccines vaccination vaccinessavelives vaccine passports covid maskup mask antivaxxers antimaskers covid pfizervaccine cartoon johnsonandjohnsonvaccine,,,
1.36660131291422e+18,2,big d in the morning pfizer ceo albert bourla on covid  vaccine covi via dont miss this interview with pfizer ceo vaccine covid coronavirus americanrescueplan biden pfizer california viral moderna radio,,,
1.36356112264578e+18,2,the gazastrip received k doses of the russian sputnikv vaccine from the uae ,,,
1.37681164998272e+18,2,     the recommended dose interval for pfizer amp moderna is  days amp  days respectively in toronto my booked interval is  days why onpoli vaccination,,,
1.37113176228221e+18,1,via  covid vaccines ireland suspends astrazeneca jab as company announces further cuts to eu deliveries dont worry we do not use it here in america covid coronavirus astrazeneca pfizercovidvaccine moderna johnsonandjohnson,,,
1.36168881329521e+18,2,media reports stated that spain will be receiving just under half of the  moderna doses it was expecting this week the spanish health ministry told the media that a similar reduction has been announced across europe covidvaccine,,,
1.37048000258468e+18,3,moderna covid vaccine   my right arm feels slightly superior to the rest of me now  thank you moderna amp dollyparton,,,
1.36962260286453e+18,2,deputy pm golikova  mln russians have received the first component of vaccine against covid while  mln already got their second shot vaccination is currently done with sputnikv and epivaccorona third and fourth vaccines on their way � sputniklight and covivac,,,
1.36301588226024e+18,2,on the way of success with ivermectin  who is behind medincell   gates foundation with first trial with medincell april  medincell billgates covid novacyt pfizer moderna valneva ivermectin biophytis,,,
1.37191085915324e+18,2,moderna mrna has a good fundamental analysis score fa score check various fa indicators value score year chart like pe pb ps de roe roa roic gross margin ebitda etc stocks stock stockmarket investment investing,,,
1.38087961110238e+18,3,am i the only one who cried when they booked their vaccine appointment covidvaccination covidvaccine sograteful moderna,,,
1.37168480147692e+18,2,similarly should ease rules for chinese mainland who had jabs of indian origin covaxin this will ease the intl exchanges and will show trust in indian pharma  while such things can ease visa for who has taken astrazeneca,,,
1.3730334751928e+18,3,safe and effective astrazeneca vaccine oxfordastrazeneca portobello metro london uk,,,
1.37658965120982e+18,3,moscow russia everything is open business as usual ontario canada is reporting  cases of covid  new cases in toronto lockdown closed business church no family no hope mentalhealthmatters canada get out of syria sputnikv  effective,,,
1.36190295797814e+18,2,is sputnikv vaccine effective for pakistan,,,
1.34458163623984e+18,2,interesting to see  of people who voted said they would take the astrazeneca vaccine yet they have no information on it and there are huge holes in the reports on its effectiveness is this because it is supposedly a british vaccine pfizerbiontech was chosen by ,,,
1.37863046532269e+18,2,are the johnson amp, #AstraZeneca vaccines really less effective than #Pfizer &amp, #Moderna ? Not really. See what researchers are saying about it. https://t.co/JT4ilL8V9H,
1.36231492086021e+18,2,the uae uses mostly the sinopharm vaccine and has vaccinated  of its people kubaiwamahara,,,
1.3507342449272e+18,2,encouraging news from israel with infections down two weeks after receiving first dose of pfizerbiontech uk will be watching israel to see how it opens up its economy in the coming weeks  it will be a useful barometer of what ministers can do here,,,
1.37837015223705e+18,3,pictured me after my st dose of moderna not visible my huge smile under two   to the healthcare workers volunteers amp all scientists who made this possible i didn�t think it was possible to  science more but here we are vaccinessavelives vaccinated maskup,,,
1.36807836865937e+18,2,pakistan had distributed  sinopharm vaccine doses to provincial authorities by february  and  frontline health workers had received a shot by friday according to minister of state for health dr faisal sultan,,,
1.37141077762684e+18,2,russia leads europe in terms of the number of residents who have completed a full course of vaccination against coronavirus  both doses of the sputnikv vaccine have already been received by  million russians this was announced by the head of the rdif kirill dmitriev,,,
1.35984817382565e+18,2, vaers until   total adverse events �  deaths youngest  yo vaccine reports  cases of facial asymmetry or bells palsy symptoms  miscarriages  anaphylactic reactions to pfizer moderna vaccines,,,
1.3822796092706e+18,2,samples from only  patients vaccinated with sputnikv  antibodies  were ineffective against south african sarscov variant effective against b preprint will it be published  samples covid vaccine,,,
1.36867344085774e+18,3,tomorrow is the day i get my st covidvaccine dose they take a pic of you with the shotofhope background idk which kind im getting kinda nervous if its moderna i have shellfish allergy amp ive heard of anaphylactic reactions other than that im happy to finally get it,,,
1.372981938601e+18,2,moderna side effects i had my first moderna vaccine this morning within about  minutes i got a very strong taste in the back of my throat i felt as if i was maybe going to get a sore throat the taste was very strong my throat felt funny ,,,
1.38458576387089e+18,3,dose two of moderna officially done moderna vaccinated covidvaccination covidvaccine vaccineswork vaccineforall vaccinessavelives thankyoudollyparton thankyouscience thankyoufauci,,,
1.37384109654823e+18,2,johnshopkins present tense mar   moderna has administered the first doses of its sarscov vaccine to pediatric participants the study will include  children aged  months to less than  yrs children as experimental subjects mrna biotech,,,
1.38255228519713e+18,2,covaxin doses go missing from jaipur hospital fir registered covaxin fir,,,
1.38486102009142e+18,3,got my first shot tyg  sinovac,,,
1.37789108794838e+18,2,road to resurrection pfizer astrazeneca moderna sputnik johnsonampjohnson easterhope happyeaster resurrection covid hope,,,
1.34650704289531e+18,2,breaking independent advisory group sage advises two doses of pfizerbiontech vaccine nd after    days a delay of a few weeks could be possible in emergencies only so who not keen on uk plan,,,
1.33988703161542e+18,1,from excited to feeling dizzy then to  is this what the pfizerbiontech vaccine does to make matters worse they won�t take responsibility if this happens to you you can�t even sue them,,,
1.38479910049579e+18,1,after the first dose of covaxin my mother is feeling body ache headache feverish etc for last  daysth she took the first jab do see need to take any medecine ,,,
1.35543780197472e+18,2,pfizerbiontech italia rome england suede pays europe lrem lr psg i boycott the products of this brand and ask my pharmacist for another brand they want to play with the future of humanity instead of offering their discovery money before life  and you,,,
1.38471069229772e+18,2,vaccine effectiveness with chinese characteristics lol dollarstorevaccine sinovac,,,
1.37287412897418e+18,2,then in that case release covaxin for all we are all ready to take it  release something atleast for gods sake  the spike will grow uncontrollably ,,,
1.35698282280066e+18,3,my mum has just come back from the where she got her first dose of the pfizerbiontech covid vaccine i�m so so happy for her,,,
1.37051263237399e+18,2,why cant we get sinovac alex cant we approve it locally,,,
1.37261879827721e+18,2,moderna announced a new trial of their covid vaccine in children  months and older but when could a vaccine be authorised for use in kids there coming for healthy kids,,,
1.37550920114174e+18,2,have you ever heard people appreciate free stuffs what�s going on with oxfordastrazeneca vaccine is a disgrace and insult to the people worked incredibly hard to make it happen,,,
1.36730541947181e+18,2,so why did modi choose covaxin over covishield vaccinemaitri vaccinationdrive indiavaccine,,,
1.35566180044065e+18,2,health minister question for fed parl tuesday where are aussies in world queue to get vaccinated amp, what is update? will #Australia get high efficacy  #PfizerBioNTech &amp, #Novavax #vaccines Feb? Truth on #EU vaccine export bans to #ANZ?,
1.3800801083677e+18,2, of covid vaccination administered globally has been limited to only  countries worldhealthorganization covax who pfizer astrazeneca moderna sinopharm sputnikv johnsonandjohnsonvaccine,,,
1.37979437678044e+18,3,done first dose  sinovac staysafe,,,
1.34883447632398e+18,2,got that dash  test in the morning hella nervous cross your fingers i�m negative covid covid vibes covid mississippisnow testingtuesday mississippisnow winter pfizerbiontech,,,
1.38155570441934e+18,2,shared india gets its rd coronavaccine russia s sputnikv has been recommended for restricted emergency use reddyslabs will manufacture it in india,,,
1.35852392593276e+18,2,covid vaccine myths debunked stayhome coronavaccine covidvaccine corona covid covidvaccine wearamask staysafe pandemic astrazeneca vaccine covax pfizer modernavaccine sputnikv covidvaccination getvaccinated coronavirus covid covid,,,
1.36049184461477e+18,2,federal regulators are in favor of a simple potentially quick fix to bolster coronavirus vaccine supplies more doses per bottle fda agrees moderna can increase vaccine supply in each vial,,,
1.36133824835476e+18,3,nichole demma admissionsdirector at villaattraversepoint got her second vaccine wecanendthis getvaccinated villa wemakepeoplebetter carenotcovid healthcareheroes protectourhealthworkers covid coronavirus covid covidvacccine covidvaccine pfizerbiontech,,,
1.36555551634523e+18,2,india  what the centre�s fact sheet says about the two covid vaccines  covishield and covaxin  not eligible to be administered the covid vaccine   temporarily not eligible to get the vaccine   common adverse events with covishield  covaxin vaccine ,,,
1.37748180312516e+18,2,if you travel use public transport often its advisable to have your home fumigated against bedbugs amp roaches as they are good hitchhikers in bagssuitcaseswe are happy to helpfree covid disinfect uhurumalizauende aprilfoolsday sputnikv,,,
1.3652277014817e+18,2,registration is now open for breastfeeding mothers amp pregnant women to take the corona vaccination bahrain breaking covid news newyear sinopharm  coronavirus pfizer janssen breastfeeding pregnant commitbahrain biontech,,,
1.3742239575918e+18,1,it is what it is you dont like it youll end up with nothing get the vaccine you get to travel you cant fight these secret societies that exist what you can do is betray them by getting one vaccine they dont want you to get sputnikv,,,
1.38011827132884e+18,2,which hospital gives covaxin in hyderabad,,,
1.38458732040656e+18,2,rdif laboratorios richmond launched production of sputnikv in argentina the first country in latin america to manufacture sputnik v watch this exclusive video of the first vials of sputnik v coming off the production line at facility,,,
1.37647872755146e+18,2,we celebrate the great achievements of our comprehensive and private strategic partnership at various levels and we continue the work that we have started together since the beginning of the covid pandemic  sinopharm covid covidvaccine,,,
1.37695529896817e+18,3,yay yay yay  moderna no   check,,,
1.37138437516684e+18,2,so if clotting not observed with pfizer moderna and other adv vaccines such as sputnik are there data then important to see if sera from the small number of affected patients contain abs to the az adv vector that have any activity in a relevant clotting model ,,,
1.38006658101575e+18,2,delhi reports this years highest singleday spike of  new covid cases covidvaccines covidvaccination sideeffectsofcovidvaccines covaxin covidshieldvaccine covidvaccinefaqs,,,
1.38161095477386e+18,2,scripting kashmir story kashmir�s newage storytellers are bringing out love life longing and decades old long conflictridden stories in a series of books that have hit the stands over some time now sputnikv majorteaser,,,
1.38297740100144e+18,2,best option is for to adequately compensate for the ip of covaxin and get all existing vaccine mfg companies in india to coproduce it soon,,,
1.37751466566898e+18,2,sorussia is selling the sputnikv before vaccinating all her people,,,
1.34739493079721e+18,3,pfizerbiontech vaccine appears effective against mutation in new coronavirus variants study pfizer pfizerbiontech,,,
1.38154970774749e+18,3,india gets rd vaccine approved the russian sputnikv vaccine has been approved today will need to wait for more details on rollout plan,,,
1.37711576324534e+18,2,infact sputnik vaccine is more safer and effective than covax from astrazeneca recent studies and mark you germany had to stop covid vaccination with astrazeneca because of extreme thrombosis on young people under yrs i go for sputnikv,,,
1.34012397806139e+18,2,so trump spent  billion on operationwarpspeed to speed vaccine development and distribution after all the hoopla over trump not getting credit for the pfizerbiontech vaccine because the trump admin contracted to distribute it not develop it they won�t distribute it,,,
1.37570963966528e+18,2,chinadonated covid vaccine to cost nepal over  mln for air freight  khabarhub covidvaccine sinopharm china nepal,,,
1.3800074727238e+18,2,i am worried delhibihar syndrome of  in bengal i pitched for  in delhi in bihar but so much dust storm created by modishah they got much higherand kejriwallalunitish started flying in airmodi again pm in harsh vardhan aiims covaxin westbengalpolls,,,
1.37856786966809e+18,2,covidvaccination coverage in india as of  am   total beneficiaries vaccinated   were vaccinated in last  hours for st dose  for nd dose  covid coronaviruspandemic covidvaccine pfizervaccine covaxin india,,,
1.37999239726282e+18,2,filipinos aged  and above can now receive chinas sinovac vaccine after the philippines food and drug administration fda allowed its use for senior citizens on wednesday,,,
1.36634839395447e+18,2,replug is s covaxin potentially safe for a rollout covid click here to know more,,,
1.36775818443421e+18,2,unitefightcorona largestvaccinedrive nearly  lakh  vaccination doses given in the last  hours jammuandkashmir earthquake wewantjustice hero galaxys wipro indveng srinagar kohli covishield covaxin covishieldvaccine,,,
1.36246970581513e+18,2,so i got dose  a few hours ago only some digestive yuck so far i sure hope this speeds is to an end to this pandemic covidvacccine moderna,,,
1.36693595756032e+18,3,hi  just watched you on receive your moderna shot most excellent thank you,,,
1.37696870012174e+18,1,mexico yearold woman dead  minutes after sinovac vaccine march  ,,,
1.37952267361368e+18,2,anything is possible in footballbut dont think liverpool can come backso im outfootball wo fans makes me wanna sleepampgives me headaches from hearing shouts uefa should consider holding matches in russia pll could combine football with fansamp sputnikv tours rmalfc,,,
1.38019699860368e+18,2,largestvaccinationdrive  a total of  individuals have been vaccinated in tamilnadu so far covid covishield covaxin wearamask vaccineforall,,,
1.37223298440594e+18,1,several european countries have temporarily suspended the oxfordastrazeneca vaccine as precaution after some cases of thrombosis investigation is needed but to date there is no evidence of causeeffect there have been  cases among  million vaccinated people,,,
1.37767119824336e+18,1,i got vaccinated yesterday due to social pressure my arm hurts like a btch moderna vaccine vaccinated,,,
1.34657160408873e+18,2,got my booster pfizerbiontech vaccine you know what i�m going to do now still wear my mask when outside and at work still stay home as much as possible and still socially distance to reduce the risk of transmission covid covidvaccine,,,
1.3831862098879e+18,2,the irony now the v is killing the vulnerable and elderly  scroll through these vaers pzifer astrazeneca moderna vaccine nojab,,,
1.3725863684304e+18,2,italy to become first eu country to produce russia sputnikv iran to start manufacturing sputnik v vaccine this month ontario is reporting  cases of covid  new cases in toronto canada politicizing vaccine doug ford trudeau lockdown misery,,,
1.38403586931354e+18,2,took first dose of covaxin thanks to my organization for arranging the campaign and bbmp,,,
1.37147909335981e+18,2,need your moderna firstdose shot call us to book an appointment hurry call   amp press  for an appointment retweet this post to spread the word moderna,,,
1.36419172290181e+18,3,and that�s a wrap � second dose in  pfizerbiontech covid vaccine getvaccinated endoflockdown vaccination,,,
1.37924119338563e+18,2,first batch of the sinopharm covid vaccines purchased from china arrived in jordanian capital amman on apr  china will continue its cooperation with jordan to overcome the pandemic at an early date said the chinese ambassador to jordan chen chuandong,,,
1.38455211014708e+18,2,i request mva govt to import sputnikv vaccine  its accuracy   ,,,
1.36522514114432e+18,3,with all respect this is nonsense stop being an alarmist and spreading falsehoods there will be no genocide from the sinopharm vaccines vaccinated sinopharm,,,
1.36368491178211e+18,2,listen to the experts when you don�t know coronavirus covid covid pfizer moderna,,,
1.34906140966199e+18,3,must say doing a fantastic job at the vaccination centre got my dose of pfizerbiontech  proud to be part of the nhs covidvaccination,,,
1.36489423848441e+18,1,here is this ladys story about her mother that sadly passed away after getting the moderna mrna jab know the risks do your own research vaccinesmrna jabs do harm and kill moderna hse nphet pfizer,,,
1.37476290028863e+18,2,you may think its russian propaganda at first but germany is actually pushing the eu to buy russias sputnikv vaccine even though the eu commission sees absolutely no need for sputnikv do you have anything to say,,,
1.37626513294323e+18,3,day    weeks after my st jab and jab  is in the bag well deltoid muscle hope is real and the future looks bright covid covidvacccine jab hope deltoid nhs upgradeyourlife pfizer pfizerbiontech,,,
1.35939449275157e+18,2,hungary is set to receive its first shipment of chinese vaccines by the end of the month british media daily mail has reported the country has ordered enough supplies from chinas sinopharm to inoculate  million people,,,
1.36067262862164e+18,3,so happy i just got my first dose of the fauciouchi moderna covid vaccine,,,
1.37219289054229e+18,2,mainers getting their first shot of the moderna vaccine at the mass vaccination clinic in the auburn mall covid vaccine moderna clinic health wmtw news,,,
1.38229135865265e+18,2,sputnikv        covidindia covidvaccine,,,
1.34728858965518e+18,2,send the rejected pfizerbiontech vaccine this way there�s plenty who need their second promised dose,,,
1.37732859537538e+18,2,i found a really good platform where you can increase likes followers views comments or reviews on any platform you need all you need to do is register and create an ad for free godzillavskong covid unlockourcountry reubenkigame sputnikv,,,
1.38414819605883e+18,2,i got a loud public safety announcement on my phone covid vaccines pfizer moderna virginia va,,,
1.36337483631212e+18,3,first month of shots find no safety issues with pfizerbiontech moderna vaccines vaccine covid pfizer moderna coronavirus vaccinehunters vaccineangels vaccination healthcare covid vaccineswork excessvaccine,,,
1.37884485952464e+18,2,ravivisvesvarayasharadaprasad how mrna vaccines work in hindi moderna pfizer clinical biochemistry by dr p k prabhakar,,,
1.37137794474503e+18,3,covaxinated with first shot all well covaxin vaccinated vaccinateindia covidvaccine,,,
1.36626812990345e+18,2,modi takes covaxin  this is the headline not that modi takes covid vaccine,,,
1.37432410668289e+18,2,tuesdaymotivations who is eating alone because doug ford and trudeau toronto ontario canada forced you to stay home lockdown no family no business no church no hope no life mentalhealthmatters order russia sputnikv get out of syria covid spring,,,
1.37255912016382e+18,3,moscow russia putin everything is open business as usual ontario canada reporting  cases of covid  new cases in toronto lockdown closed business church no family no hope mentalhealthmatters canada get out of syria sputnikv  effective,,,
1.36960613343916e+18,2,lets see how the top political scammer biden react eu to include sputnikv in vaccines� register that enable receiving of covid passport ,,,
1.35432325595237e+18,1,got the second dose of the pfizerbiontech vaccine and i feel like death warmed up,,,
1.38046778955996e+18,3,i just got my first dosis of the covid vax moderna im incredibly lucky and extremely grateful that the city of cologne prioritised our campus and offered all employees the vaccination quick and painless procedure getvaccinated covidvaccination,,,
1.37655303144201e+18,2,i got the moderna and had a sore arm for a couple of days i was tired for a couple of days but think that was more from the schedule i was keeping that week ,,,
1.36885363591705e+18,2,moderna said it expected to reach a separate deal with the philippines government and private sector to supply an additional  million doses vaccinewatchph,,,
1.38206351669843e+18,3,woo hoo on  pm i got my first dose of the moderna sarscov vaccine so glad that i am able to get vaccinated vaccinated moderna vaccinessavelives vaccine,,,
1.36066113139261e+18,2,update  first batch of sputnik v vaccine arrives in venezuela  photo sputnikv sputnikupdates,,,
1.36315375681321e+18,3,got my nd shot  look at my face through the process then look at my mom shes like its no big deal    nobigdeal moderna vaccine covid  lower east side,,,
1.37762898156284e+18,2,hope the joke is not on us today operationsafe stshotdone pfizerbiontech cerner,,,
1.37673164617974e+18,2,how about become a modern day hero by providing moderna vaccines to armenia ,,,
1.38400676385944e+18,1,this video talks about the various side effects of covaxin and covishield vaccines click here to know more covaxin covishield vaccine covidvaccine medtalks,,,
1.36209320125593e+18,2,iran records  daily confirmed cases of covid iran tehran coronaviruspandemic sputnik sinovac astrazeneca,,,
1.37204829954543e+18,2,moderna starts testing covid vaccine on young children infants moderna covid coronavirus coronavirusvaccination infants vaccineswork,,,
1.38196770545291e+18,2,received my late night cancellation moderna covid shot last night hrs  shoulder sore overnight  slept like a baby hrs  worked out for an hour this morning shoulder doesn�t hurt at all hrs  full energy no food consumed will update if i feel sick,,,
1.3782484910976e+18,2,omi hospital karachi is charging rs for sputnikv vaccine,,,
1.36642789652558e+18,2,coworker in fifties got the second dose of moderna vaccine on thursday started a fever on friday passed out saturday morning  called he was ok had fever until sunday could not stay awake and slept a lot all weekend covidvaccination covidvaccine moderna,,,
1.37294093443918e+18,2,icymi listen to a clip from our latest russiafilepodcast on sputnikv russias covid vaccine host discussed the vaccines international success  domestic issues with experts amp  click ,,,
1.37717463874511e+18,2,matlab ab ye din aa gaye ki brazil ne bhi reject kar diya this is called panauti effect covaxin,,,
1.38395090916039e+18,2,here�s more about these vaccines that aren�t fda approved fda notapproved vaccine vaccines vaccinated trump trump trump bidensamerica biden biden billgatesbioterrorist billgates drfauci fraudci pfizer moderna johnsonandjohnson mrna astrazeneca,,,
1.38013118077157e+18,2,indians vaccinated so far st dose   nd dose  covishield covaxin vaccine vaccination,,,
1.38509366519486e+18,3,got my nd dose of moderna on march th vaccine vaccinated fauciouchie,,,
1.38453506339664e+18,2,positive news  with central govt proactive support bharat biotech ramps up covaxin capacity to  million doses per annum making it one of the largest manufacturer of covidvaccine  even the raw material import from us will be indigenously replaced,,,
1.36066051756867e+18,2,we should be able to choose our covidvaccine ex so someone who wants jandj isn�t forced to get pfizer or moderna,,,
1.38269424832416e+18,2,to render its decision on emergency usage of chinese covid vaccine an important decision given the prevalent use of sinopharm amp sinovac in many nonwestern countries story via chinesevaccine coronapandemic,,,
1.38091292888748e+18,2,vaccine makers except moderna have paid out tens of billions in damages for other products they brought to market when then knew those product would cause injuries and deathsee vioxx bextra celebrex thalidomide and opioids as a few examples,,,
1.37400622905649e+18,3,had my covid vaccination today in and out within minutes great organisation thank you to all clinical and admin staff for doing such an amazing job teamcwp oxfordastrazeneca covidvaccinesavelives,,,
1.37743863365795e+18,2,rich and upper class women telling regular average poor women to be strong and independent sounds like a scam to me sputnikv uhurumalizauende,,,
1.36102583820926e+18,2,turkey�s coronavirus death toll rises by  turkey coronaviruspandemic astrazeneca sputnikv,,,
1.35903158280854e+18,1,the sputnikv vaccine effectiveness remains at  astrazeneca now is only  effective and i believe its effectiveness was never any higher than that it was the wests race to first with a vaccine especially before russia,,,
1.36961671259377e+18,2,moroccan scientific and technical commitee for covid expands the approval to sputnikv and johnsonandjohnson vaccines in addition to the previously available sinopharm and astrazeneca morocco maroko ,,,
1.38435340835469e+18,2,for may galvez said the government expects at least  million doses of sinovac vaccines to be delivered to the country along with  to  million sputnik v doses and  moderna doses,,,
1.38090722750727e+18,2,my injection site is swollen amp painful i have a dehydration headache my whole body aches and my seasonal allergies are not yet letting up i feel cruddy but at the same time very relieved and exceedingly grateful  moderna dosedos,,,
1.3821728795556e+18,3,today i got an appointment for friday to get my first moderna covidvaccine shot im psyched,,,
1.37147276014119e+18,2,so bolsonaro failed the brazilian people again this time by giving the us a wink and a nod by not buying the sputnik v vaccine what in the actual fuck covid sputnikv covidvaccine vaccinenationalism,,,
1.3756574437458e+18,2,if youre into stonks is now the time to short moderna with postindex fun money  appears vaccine surplus at least in countries that can pay for shots  is imminent unlike with elonmusk and tesla mrna cant goose sales by accepting bitcoin,,,
1.37981881097115e+18,2,so like im under  and had a first dose of oxfordastrazeneca vaccine my second dose is due a week today is it still ok to get thwle second dose did the blood clots mainly happen after the first dose,,,
1.38115287079224e+18,2,hi just wanted to know is it possible to get covaxin as adviced by my doctor trying to call bkcjumbo but no  is answering can u help pls,,,
1.34210763170034e+18,2,the day after being vaccinated via covid covidsecondwave vaccin vaccine moderna pfizerbiontech pfizercovidvaccine antibodies,,,
1.37356599687159e+18,2,not even a majority of all russians are willing to take this vaccin sputnikv ,,,
1.3782292328627e+18,2,arms of gov�t amp need to work together to ensure we have approved vaccines in kenya the public shouldn�t have to see the public drama with sputnikv the gov�t also need to define a sustainable role of private sector in covid vaccine distribution,,,
1.37364009042198e+18,2,embarrassing ontario is reporting  cases of covid  new cases in toronto canada politicizing vaccine doug ford mr trudeau order sputnikv end lockdown cause business collapse drug addiction violence misery unemployment mentalhealthmatters,,,
1.38517180872328e+18,2,cde news update  germany wants to buy up to  million doses of sputnik v vaccine  read more  stay informed germany sputnikv cdenews headlines,,,
1.38022215652561e+18,2,its time to take suo moto and teach a lesson to fake news spreaders stay strong we are there with you when lw ecosystem come to defame judges jai hind  covaxin,,,
1.36406795222458e+18,2,cheap  ivermectin is dangerous as it could take away profit for the vax for and the flu our nation amp, media have been bought by #BigPharma who want max returns to their investors at the cost of human lives. #vaccines #Pfizer #AstraZeneca #Moderna #MondayMotivation,,
1.37942839124232e+18,3, days since my nd moderna covid vaccine still alive and feeling great covid moderna vaccinated,,,
1.37566823878525e+18,2,any vaccination is like helmet and condom safety precaution but do not guaranty you  covid covidvaccine covishield covidvaccination covaxin,,,
